Vereador,Partido,Projeto: PLE 035/15 - PROC. 2350/15 - EMENDA 62 - Data de votação: 30/11/2015 - Autoria: GOVERNO MUNICIPAL - Resultado: Rejeitado - Horário de início: 18:20:19  - Horário de término: 18:22:34 - Link para projeto: http://camarapoa.rs.gov.br/processos/126647
Airto Ferronato,PSB,Não
Alberto Kopittke,PT,Sim
Antonio Matos,N/A,Sim
Bernardino Vendruscolo,PROS,Sim
Cassio Trogildo,PTB,Não
Clàudio Janta,SDD,Sim
Delegado Cleiton,PDT,Não votou
Dinho do Grêmio,DEM,Não votou
Dr. Goulart,PTB,Não
Dr. Raul Fraga,PMDB,Abstenção
Dr. Thiago,PDT,Não votou
Elizandro Sabino,PTB,Não
Fernanda Melchionna,PSOL,Sim
Guilherme Socias Villela,PP,Representação externa
Idenir Cecchim,PMDB,Não
Joao Carlos Nedel,PP,Não
João Bosco Vaz,PDT,Não
Jussara Cony,PCdoB,Sim
Kevin Krieger,PP,Não
Lourdes Sprenger,PMDB,Sim
Marcelo Sgarbossa,PT,Sim
Mario Manfro,PSDB,Não votou
Mauro Pinheiro,PT,Não votou
Mendes Ribeiro,PMDB,Não
Márcio Bins Ely,PDT,Ausente
Mônica Leal,PP,Não
Nereu D'Avila,PDT,Não votou
Paulinho Motorista,PSB,Não
Paulo Brum,PTB,Não votou
Prof. Alex Fraga,PSOL,Sim
Reginaldo Pujol,DEM,Abstenção
Rodrigo Maroni,PCdoB,Não votou
Sofia Cavedon,PT,Ausente
Séfora Gomes Mota,PRB,Ausente
Tarciso Flecha Negra,PSD,Abstenção
Waldir Canal,PRB,Não votou
